complaint_text,mapped_category,urgency_label
"A person bit my hand during a scuffle, causing a deep wound that required immediate medical attention and a tetanus shot.",Assault,Medium
"I was attacked by a person with a knife during an attempted robbery, and I have sustained several deep cuts on my arms while trying to defend myself.",Assault,High
"A person intentionally threw a pot of boiling hot water on me during a domestic dispute, causing severe second-degree burns on my back and shoulders.",Assault,High
"I was hit on the head by a stone that was thrown by someone from a large, unruly protesting crowd that was passing by my street.",Assault,Medium
"A person I had an argument with grabbed my arm, twisted it painfully behind my back, and threatened to break it if I didn't apologize.",Assault,Medium
I was kicked and punched repeatedly by a group of people in a coordinated attack. They seemed to have mistaken me for someone else.,Assault,High
"A person used a handheld stun gun on me during a confrontation, causing me to collapse in pain and temporary paralysis.",Assault,High
"I was attacked by a ferocious dog that was intentionally let loose from its leash by its owner, who was having an argument with me.",Assault,Medium
"A friendly game of cricket turned into a serious fight, and a player from the opposite team hit me on the leg with the cricket bat, causing a fracture.",Assault,High
"I was attacked with a sharp razor blade by a person during a dispute, and I have sustained a long, deep cut on my cheek.",Assault,High
A person with whom I have a property dispute tried to run me over with his car intentionally while I was crossing the street. I had to jump out of the way to save my life.,Assault,High
